DateKey,Year,Month,Mdate
20090712,2009,July,12
20100221,2010,February,21
20100714,2010,July,14
20121009,2012,October,9
20121020,2012,October,20
20121110,2012,November,10
20130120,2013,January,20
20130212,2013,February,12
20131012,2013,October,12
20141207,2014,December,7
20150318,2015,March,18
20150703,2015,July,3
20150905,2015,September,5
20150915,2015,September,15
20170406,2017,April,6
20170430,2017,April,30
20170107,2017,January,7
20170112,2017,January,12
20170522,2017,May,22
20170620,2017,June,20
20170822,2017,August,22
20171008,2017,October,8
20180520,2018,May,20
20181010,2018,October,10
20190818,2019,August,18
